Year,Day,DOY:Time,TOD,ppt_mm,ws10m_ms,ws2m_ms,RH_Percent,AT,Saturated VP (kPa),Actual VP (kPa),VPD (kPa),Soil4in_C,Soil8in_C,Solar_WM2,Dew Point
2011,58,58:23:30:00,2330,0,13.01,10.56,20.23,8.46,2.371666887,2.4276,-0.055933113,16.73,16.6,-0.167,-13.06422283
2011,58,58:23:45:00,2345,0,11.12,8.93,20.67,8.35,2.436918463,2.4804,-0.043481537,16.64,16.54,-0.165,-12.89125831
2011,59,59:00:00:00,0,0,11.69,9.52,21.17,8.27,2.512967972,2.5404,-0.027432028,16.54,16.48,-0.168,-12.66358852
2011,59,59:00:15:00,15,0,10.97,9.11,21.69,8.07,2.594251538,2.6028,-0.008548462,16.45,16.42,-0.167,-12.53171593
2011,59,59:00:30:00,30,0,11.35,9.24,22.39,7.888,2.707293886,2.6868,0.020493886,16.36,16.35,-0.169,-12.29206575
2011,59,59:00:45:00,45,0,10.45,8.62,22.84,7.806,2.782214501,2.7408,0.041414501,16.28,16.29,-0.165,-12.11475122
2011,59,59:01:00:00,100,0,9.6,7.837,23.56,7.599,2.905854504,2.8272,0.078654504,16.19,16.23,-0.166,-11.90474537
2011,59,59:01:15:00,115,0,7.686,6.252,24.15,7.313,3.010718233,2.898,0.112718233,16.11,16.16,-0.166,-11.84016884
2011,59,59:01:30:00,130,0,8.64,7.035,24.48,7.239,3.070798423,2.9376,0.133198423,16.02,16.1,-0.167,-11.73437442
2011,59,59:01:45:00,145,0,9.29,7.447,24.86,7.014,3.141274761,2.9832,0.158074761,15.94,16.03,-0.171,-11.73445798
2011,59,59:02:00:00,200,0,8.78,7.213,25.39,6.736,3.241924582,3.0468,0.195124582,15.86,15.97,-0.167,-11.70938357
2011,59,59:02:15:00,215,0,7.275,5.855,26.08,6.332,3.377164606,3.1296,0.247564606,15.78,15.91,-0.167,-11.72171409
2011,59,59:02:30:00,230,0,5.894,4.412,27.34,5.885,3.636848477,3.2808,0.356048477,15.7,15.84,-0.169,-11.51864292
2011,59,59:02:45:00,245,0,7.142,5.588,28.42,5.781,3.873104341,3.4104,0.462704341,15.63,15.78,-0.171,-11.12488334
2011,59,59:03:00:00,300,0,8.35,6.886,51.56,4.133,13.32323912,6.1872,7.136039121,15.55,15.72,-0.166,-4.949302299
2011,59,59:03:15:00,315,0,8.27,6.839,57.94,3.298,18.10307855,6.9528,11.15027855,15.48,15.65,-0.166,-4.183485189
2011,59,59:03:30:00,330,0,7.678,6.147,59.69,2.672,19.64594908,7.1628,12.48314908,15.4,15.58,-0.166,-4.377342485
2011,59,59:03:45:00,345,0,6.964,5.576,61.9,2.072,21.75388002,7.428,14.32588002,15.33,15.52,-0.172,-4.461947797
2011,59,59:04:00:00,400,0,8.79,7.154,66.37,1.408,26.61314396,7.9644,18.64874396,15.26,15.46,-0.165,-4.167693047
2011,59,59:04:15:00,415,0,7.535,6.169,68.63,0.98,29.40300755,8.2356,21.16740755,15.18,15.39,-0.17,-4.131863158
2011,59,59:04:30:00,430,0,7.073,5.724,69.57,0.752,30.63457534,8.3484,22.28617534,15.11,15.32,-0.166,-4.169629704
2011,59,59:04:45:00,445,0,6.656,5.472,70.64,0.464,32.08958156,8.4768,23.61278156,15.03,15.26,-0.166,-4.24341405
2011,59,59:05:00:00,500,0,7.316,5.954,71.8,0.274,33.73289938,8.616,25.11689938,14.95,15.19,-0.165,-4.209880756
2011,59,59:05:15:00,515,0,6.934,5.472,72.63,0.11,34.95210363,8.7156,26.23650363,14.86,15.13,-0.164,-4.215235518
2011,59,59:05:30:00,530,0,6.897,5.533,72.85,0.026,35.28146566,8.742,26.53946566,14.78,15.06,-0.166,-4.256066783
2011,59,59:05:45:00,545,0,7.228,5.882,73.27,-0.028,35.91756541,8.7924,27.12516541,14.62,14.99,-0.167,-4.231836872
2011,59,59:06:00:00,600,0,6.897,5.471,72.9,-0.067,35.35668687,8.748,26.60868687,14.48,14.92,-0.166,-4.336646158
2011,59,59:06:15:00,615,0,6.986,5.736,74.38,-0.392,37.64571125,8.9256,28.72011125,14.35,14.85,-0.165,-4.383879026
2011,59,59:06:30:00,630,0,6.092,4.948,71.8,-0.684,33.73289938,8.616,25.11689938,14.23,14.78,-0.165,-5.132189753
2011,59,59:06:45:00,645,0,6.049,4.79,66.62,-0.928,26.91021645,7.9944,18.91581645,14.12,14.71,-0.166,-6.347518623
2011,59,59:07:00:00,700,0,6.111,4.996,64.48,-1.006,24.45630883,7.7376,16.71870883,14,14.64,0.028,-6.846612405
2011,59,59:07:15:00,715,0,6.206,4.951,65.21,-1.199,25.27100086,7.8252,17.44580086,13.89,14.57,3.101,-6.884206179
2011,59,59:07:30:00,730,0,4.466,3.573,66.89,-1.359,27.23422235,8.0268,19.20742235,13.78,14.5,16.57,-6.706473599
2011,59,59:07:45:00,745,0,4.294,3.261,65.43,-1.136,25.52101474,7.8516,17.66941474,13.67,14.42,55.57,-6.78046
2011,59,59:08:00:00,800,0,3.35,2.638,63.65,-0.752,23.55732515,7.638,15.91932515,13.57,14.35,114.6,-6.773414597
2011,59,59:08:15:00,815,0,3.699,3.151,61.27,-0.383,21.13417697,7.3524,13.78177697,13.46,14.28,166.6,-6.918411331
2011,59,59:08:30:00,830,0,5.59,4.668,60.87,-0.057,20.74859412,7.3044,13.44419412,13.35,14.2,218.6,-6.695301418
2011,59,59:08:45:00,845,0,5.96,5.004,56.72,0.507,17.08989441,6.8064,10.28349441,13.25,14.13,271.8,-7.080862011
2011,59,59:09:00:00,900,0,6.182,5.221,53.61,0.77,14.72405807,6.4332,8.290858075,13.15,14.05,326,-7.564167217
2011,59,59:09:15:00,915,0,5.501,4.517,49.5,1.572,12.03247853,5.94,6.092478527,13.07,13.98,379.4,-7.848415201
2011,59,59:09:30:00,930,0,6.754,5.784,46.66,2.004,10.43015865,5.5992,4.830958654,12.99,13.91,431.9,-8.210286331
2011,59,59:09:45:00,945,0,6.965,5.836,43.31,2.632,8.779433038,5.1972,3.582233038,12.93,13.84,481.5,-8.591316675
2011,59,59:10:00:00,1000,0,6.578,5.495,39.8,3.621,7.29671638,4.776,2.52071638,12.89,13.77,529.9,-8.776698361
2011,59,59:10:15:00,1015,0,5.88,5.035,35.51,4.519,5.782663296,4.2612,1.521463296,12.86,13.7,575.3,-9.425670412
2011,59,59:10:30:00,1030,0,6.026,5.225,32.87,5.407,4.993212613,3.9444,1.048812613,12.86,13.65,618.5,-9.620279058
2011,59,59:10:45:00,1045,0,5.537,4.86,29.84,6.515,4.203993144,3.5808,0.623193144,12.88,13.59,657.4,-9.87462955
2011,59,59:11:00:00,1100,0,5.533,4.76,28.75,7.146,3.947907655,3.45,0.497907655,12.92,13.54,693.3,-9.79735066
2011,59,59:11:15:00,1115,0,4.936,4.408,27.22,8.1,3.611389404,3.2664,0.344989404,12.98,13.5,725.1,-9.665821084
2011,59,59:11:30:00,1130,0,4.105,3.686,26.21,8.83,3.403187661,3.1452,0.257987661,13.08,13.47,753.3,-9.518226734
2011,59,59:11:45:00,1145,0,3.635,3.324,25.75,8.94,3.311883417,3.09,0.221883417,13.2,13.44,776.6,-9.648525361
2011,59,59:12:00:00,1200,0,4.502,4.09,23.65,10.14,2.92164164,2.838,0.08364164,13.36,13.42,798.4,-9.705256642
2011,59,59:12:15:00,1215,0,4.364,3.797,23.08,10.57,2.822907398,2.7696,0.053307398,13.55,13.41,815,-9.650890753
2011,59,59:12:30:00,1230,0,4.536,4.081,22.34,11.22,2.699079151,2.6808,0.018279151,13.77,13.42,826,-9.516635595
2011,59,59:12:45:00,1245,0,3.983,3.55,22.21,11.4,2.67782263,2.6652,0.01262263,14.01,13.45,833,-9.439479779
2011,59,59:13:00:00,1300,0,3.381,2.804,21.36,12,2.542405901,2.5632,-0.020794099,14.27,13.47,837,-9.432139634
2011,59,59:13:15:00,1315,0,3.546,3.288,20.59,12.72,2.424939139,2.4708,-0.045860861,14.55,13.52,836,-9.298078203
2011,59,59:13:30:00,1330,0,2.823,2.48,20.27,13.05,2.377535047,2.4324,-0.054864953,14.84,13.58,830,-9.222935228
2011,59,59:13:45:00,1345,0,2.146,1.816,19.98,13.23,2.335276957,2.3976,-0.062323043,15.13,13.65,820,-9.256829201
2011,59,59:14:00:00,1400,0,2.404,1.988,19.51,13.47,2.268183791,2.3412,-0.073016209,15.44,13.73,807,-9.360660783
2011,59,59:14:15:00,1415,0,2.316,2.048,18.56,14.17,2.137699001,2.2272,-0.089500999,15.75,13.82,787.6,-9.417707123
2011,59,59:14:30:00,1430,0,1.98,1.916,17.69,14.75,2.024014179,2.1228,-0.098785821,16.06,13.92,765.9,-9.55169866
2011,59,59:14:45:00,1445,0,1.635,1.422,17.4,15.08,1.987314126,2.088,-0.100685874,16.36,14.04,739.1,-9.492087184
2011,59,59:15:00:00,1500,0,2.589,2.305,17.29,15.37,1.973546631,2.0748,-0.101253369,16.67,14.16,708.9,-9.336343399
2011,59,59:15:15:00,1515,0,2.701,2.472,16.38,15.79,1.86281854,1.9656,-0.10278146,16.95,14.3,675.6,-9.681209249
2011,59,59:15:30:00,1530,0,2.398,2.142,15.7,16.03,1.783668112,1.884,-0.100331888,17.21,14.44,632.4,-10.02367357
2011,59,59:15:45:00,1545,0,1.253,1.225,15.8,15.82,1.795119721,1.896,-0.100880279,17.45,14.58,596.5,-10.11269662
2011,59,59:16:00:00,1600,0,1.496,1.295,15.02,16.43,1.707481113,1.8024,-0.094918887,17.67,14.74,553,-10.26094648
2011,59,59:16:15:00,1615,0,1.498,1.301,15.18,16.08,1.725145916,1.8216,-0.096454084,17.89,14.89,505.9,-10.40806351
2011,59,59:16:30:00,1630,0,0.987,0.898,14.59,17.11,1.660790473,1.7508,-0.090009527,18.09,15.05,456.2,-10.08359377
2011,59,59:16:45:00,1645,0,0.919,0.727,14.7,16.97,1.672626713,1.764,-0.091373287,18.28,15.21,401.8,-10.10057582
2011,59,59:17:00:00,1700,0,1.086,1.017,14.72,16.73,1.674786686,1.7664,-0.091613314,18.47,15.36,349,-10.27515609
2011,59,59:17:15:00,1715,0,0.921,0.882,14.59,16.98,1.660790473,1.7508,-0.090009527,18.65,15.51,294.7,-10.18733256
2011,59,59:17:30:00,1730,0,1.267,1.035,14.65,16.53,1.667237464,1.758,-0.090762536,18.8,15.66,241.7,-10.4949221
2011,59,59:17:45:00,1745,0,2.465,1.904,14.53,16.48,1.654365357,1.7436,-0.089234643,18.93,15.8,187.8,-10.6381976
2011,59,59:18:00:00,1800,0,2.325,1.968,14.66,16.2,1.668314094,1.7592,-0.090885906,19.04,15.94,136.6,-10.74996799
2011,59,59:18:15:00,1815,0,1.919,1.638,14.89,15.86,1.693245451,1.7868,-0.093554549,19.1,16.06,76.49,-10.82664972
2011,59,59:18:30:00,1830,0,2.223,1.587,16.13,15.39,1.833368546,1.9356,-0.102231454,19.14,16.18,28.24,-10.19898066
2011,59,59:18:45:00,1845,0,1.31,0.972,18.07,14.66,2.073001329,2.1684,-0.095398671,19.13,16.29,5.793,-9.355586936
2011,59,59:19:00:00,1900,0,2.652,1.554,18.77,13.63,2.165963079,2.2524,-0.086436921,19.1,16.37,0.49,-9.719034076
2011,59,59:19:15:00,1915,0,2.023,0.988,19.93,13.28,2.328057853,2.3916,-0.063542147,19.03,16.46,-0.201,-9.247248293
2011,59,59:19:30:00,1930,0,2.321,1.278,20.16,12.88,2.361428072,2.4192,-0.057771928,18.93,16.52,-0.252,-9.433170478
2011,59,59:19:45:00,1945,0,2.138,1.123,20.67,12.67,2.436918463,2.4804,-0.043481537,18.81,16.58,-0.205,-9.290403342
2011,59,59:20:00:00,2000,0,2.706,1.583,21.81,12.16,2.613332185,2.6172,-0.003867815,18.66,16.61,-0.222,-9.033198815
2011,59,59:20:15:00,2015,0,2.835,1.635,21.51,11.87,2.565858769,2.5812,-0.015341231,18.5,16.64,-0.235,-9.45201567
2011,59,59:20:30:00,2030,0,3.249,1.961,22.66,11.34,2.752031827,2.7192,0.032831827,18.33,16.65,-0.221,-9.235114839
2011,59,59:20:45:00,2045,0,2.848,1.61,23,10.83,2.809285752,2.76,0.049285752,18.16,16.65,-0.194,-9.475599762
2011,59,59:21:00:00,2100,0,3.356,2.062,23.19,10.57,2.841731285,2.7828,0.058931285,17.99,16.63,-0.179,-9.590641895
2011,59,59:21:15:00,2115,0,3.313,2.011,23.32,10.29,2.864118877,2.7984,0.065718877,17.83,16.61,-0.183,-9.756305684
2011,59,59:21:30:00,2130,0,3.341,1.891,24.93,9.4,3.154409948,2.9916,0.162809948,17.67,16.58,-0.168,-9.66596242
2011,59,59:21:45:00,2145,0,3.563,2.191,24.62,9.55,3.096601243,2.9544,0.142201243,17.52,16.55,-0.183,-9.696782046
2011,59,59:22:00:00,2200,0,3.887,2.409,25.21,9.34,3.207430866,3.0252,0.182230866,17.38,16.5,-0.177,-9.575568279
2011,59,59:22:15:00,2215,0,3.278,1.85,25.61,8.92,3.284522402,3.0732,0.211322402,17.25,16.46,-0.178,-9.73465736
2011,59,59:22:30:00,2230,0,3.862,2.606,25.71,8.87,3.304045786,3.0852,0.218845786,17.11,16.4,-0.189,-9.728055083
2011,59,59:22:45:00,2245,0,3.422,1.923,27.28,8.23,3.624099471,3.2736,0.350499471,16.99,16.35,-0.165,-9.526018273
2011,59,59:23:00:00,2300,0,3.851,2.421,27.85,8.26,3.746801391,3.342,0.404801391,16.87,16.29,-0.168,-9.237581396
2011,59,59:23:15:00,2315,0,3.989,2.437,27.7,7.958,3.71416585,3.324,0.39016585,16.75,16.23,-0.183,-9.566649655
2011,59,59:23:30:00,2330,0,4.119,2.64,28.76,7.616,3.950193909,3.4512,0.498993909,16.63,16.17,-0.18,-9.38578643
2011,59,59:23:45:00,2345,0,4.246,2.785,28.63,7.608,3.920562279,3.4356,0.484962279,16.52,16.11,-0.168,-9.450223064
2011,60,60:00:00:00,0,0,4.066,2.479,29.96,7.179,4.233049529,3.5952,0.637849529,16.4,16.05,-0.167,-9.245857249
2011,60,60:00:15:00,15,0,5.204,3.652,27.71,8.2,3.716333826,3.3252,0.391133826,16.3,15.98,-0.184,-9.353375836
2011,60,60:00:30:00,30,0,5.59,3.91,27.95,8.14,3.768696858,3.354,0.414696858,16.18,15.92,-0.166,-9.295580913
2011,60,60:00:45:00,45,0,4.577,3.225,28.28,7.962,3.841744191,3.3936,0.448144191,16.08,15.85,-0.159,-9.300182247
2011,60,60:01:00:00,100,0,4.454,2.944,29.48,7.518,4.117862111,3.5376,0.580262111,15.97,15.78,-0.165,-9.156511256
2011,60,60:01:15:00,115,0,4.06,2.647,30.07,7.178,4.259837799,3.6084,0.651437799,15.87,15.71,-0.17,-9.200127002
2011,60,60:01:30:00,130,0,3.793,2.475,30.51,6.901,4.368470508,3.6612,0.707270508,15.77,15.64,-0.166,-9.25682131
2011,60,60:01:45:00,145,0,3.842,2.554,31.09,6.42,4.515342645,3.7308,0.784542645,15.68,15.57,-0.177,-9.437669328
2011,60,60:02:00:00,200,0,4.371,3.152,31.36,6.203,4.585165279,3.7632,0.821965279,15.59,15.5,-0.177,-9.517788378
2011,60,60:02:15:00,215,0,3.81,2.376,32.93,5.604,5.010057451,3.9516,1.058457451,15.5,15.44,-0.182,-9.42374297
2011,60,60:02:30:00,230,0,3.836,2.356,33.43,5.475,5.152360238,4.0116,1.140760238,15.41,15.37,-0.166,-9.346050333
2011,60,60:02:45:00,245,0,3.493,2.355,33.08,5.523,5.052385544,3.9696,1.082785544,15.32,15.31,-0.166,-9.437380721
2011,60,60:03:00:00,300,0,3.911,2.706,32.97,5.537,5.02131473,3.9564,1.06491473,15.24,15.24,-0.165,-9.467320771
2011,60,60:03:15:00,315,0,3.375,2.076,34.95,4.828,5.606721004,4.194,1.412721004,15.15,15.17,-0.166,-9.353319461
2011,60,60:03:30:00,330,0,3.466,2.206,36.58,4.294,6.132183022,4.3896,1.742583022,15.07,15.1,-0.166,-9.248734555
2011,60,60:03:45:00,345,0,3.366,2.299,35.87,4.425,5.898279209,4.3044,1.593879209,14.99,15.03,-0.174,-9.381147905
2011,60,60:04:00:00,400,0,3.553,2.424,37.57,3.931,6.471724105,4.5084,1.963324105,14.9,14.96,-0.17,-9.233242381
2011,60,60:04:15:00,415,0,3.466,2.3,39.79,3.196,7.292822982,4.7748,2.518022982,14.82,14.9,-0.166,-9.162383546
2011,60,60:04:30:00,430,0,3.42,2.181,39.96,3.51,7.359255667,4.7952,2.564055667,14.74,14.83,-0.167,-8.825406644
2011,60,60:04:45:00,445,0,2.835,1.712,39.68,3.732,7.250114022,4.7616,2.488514022,14.63,14.76,-0.152,-8.715386685
2011,60,60:05:00:00,500,0,1.863,0.982,40.47,3.371,7.561703155,4.8564,2.705303155,14.49,14.69,-0.162,-8.788798058
2011,60,60:05:15:00,515,0,1.205,0.726,41.27,2.906,7.888966485,4.9524,2.936566485,14.36,14.63,-0.167,-8.958900866
2011,60,60:05:30:00,530,0,1.425,0.861,43.51,1.983,8.871227403,5.2212,3.650027403,14.24,14.56,-0.168,-9.122570315
2011,60,60:05:45:00,545,0,1.175,0.433,44.36,1.793,9.270654969,5.3232,3.947454969,14.13,14.49,-0.17,-9.049254217
2011,60,60:06:00:00,600,0,2.888,1.767,43.27,1.88,8.761172871,5.1924,3.568772871,14.02,14.42,-0.176,-9.286564233
2011,60,60:06:15:00,615,0,3.486,2.516,43.12,2.137,8.692988863,5.1744,3.518588863,13.91,14.36,-0.173,-9.097188475
2011,60,60:06:30:00,630,0,3.176,2.251,43.72,2.147,8.968501709,5.2464,3.722101709,13.8,14.29,-0.166,-8.912046225
2011,60,60:06:45:00,645,0,3.496,2.569,43.12,2.39,8.692988863,5.1744,3.518588863,13.69,14.22,-0.135,-8.867346243
2011,60,60:07:00:00,700,0,3.425,2.459,43.33,2.542,8.788575432,5.1996,3.588975432,13.59,14.14,0.173,-8.667209511
2011,60,60:07:15:00,715,0,4.013,3.009,43.6,2.81,8.912804324,5.232,3.680804324,13.49,14.07,3.696,-8.344077687
2011,60,60:07:30:00,730,0,3.493,2.724,44.04,2.773,9.118498702,5.2848,3.833698702,13.4,14,19.32,-8.249027142
2011,60,60:07:45:00,745,0,4.138,3.159,43.6,3.388,8.912804324,5.232,3.680804324,13.31,13.93,64.14,-7.818504649
2011,60,60:08:00:00,800,0,4.731,3.515,42.85,4.012,8.571411376,5.142,3.429411376,13.22,13.86,126.2,-7.47547722
2011,60,60:08:15:00,815,0,4.75,3.811,41.36,4.924,7.926538152,4.9632,2.963338152,13.14,13.8,176.5,-7.107561771
2011,60,60:08:30:00,830,0,3.737,3.184,39.64,5.814,7.234637212,4.7568,2.477837212,13.06,13.73,227.3,-6.856458552
2011,60,60:08:45:00,845,0,4.287,3.482,37.28,7.434,6.370617,4.4736,1.897017,12.99,13.66,281.4,-6.205204886
2011,60,60:09:00:00,900,0,6.644,5.401,34.77,8.7,5.551162966,4.1724,1.378762966,12.93,13.6,335.6,-5.991643841
2011,60,60:09:15:00,915,0,6.468,5.126,33.95,9.42,5.30406339,4.074,1.23006339,12.88,13.54,389.5,-5.66846676
2011,60,60:09:30:00,930,0,5.404,4.306,32.27,10.26,4.827449916,3.8724,0.955049916,12.85,13.48,441.8,-5.59596279
2011,60,60:09:45:00,945,0,6.29,4.946,29.33,11.07,4.082429735,3.5196,0.562829735,12.84,13.42,492,-6.140832227
2011,60,60:10:00:00,1000,0,5.736,4.709,26.3,12.16,3.421305822,3.156,0.265305822,12.85,13.37,539.6,-6.623745886
2011,60,60:10:15:00,1015,0,6.127,5.01,24.99,13.21,3.165706775,2.9988,0.166906775,12.88,13.33,585.5,-6.393762127
2011,60,60:10:30:00,1030,0,7.046,5.427,23.96,13.83,2.97659392,2.8752,0.10139392,12.93,13.29,626.4,-6.416693828
2011,60,60:10:45:00,1045,0,8.55,6.56,22.24,14.4,2.682714961,2.6688,0.013914961,13.01,13.26,665.5,-6.905460656
2011,60,60:11:00:00,1100,0,7.114,5.671,22.35,14.82,2.700720355,2.682,0.018720355,13.12,13.23,700.8,-6.489270962
2011,60,60:11:15:00,1115,0,7.522,5.971,21.39,15.56,2.547081432,2.5668,-0.019718568,13.26,13.22,733.1,-6.442387705
2011,60,60:11:30:00,1130,0,7.814,6.135,20.45,16.27,2.404099149,2.454,-0.049900851,13.42,13.21,761.2,-6.437491768
2011,60,60:11:45:00,1145,0,7.862,6.094,19.97,16.51,2.333831572,2.3964,-0.062568428,13.6,13.21,783.6,-6.54805269
2011,60,60:12:00:00,1200,0,6.97,5.963,19.2,16.69,2.224859227,2.304,-0.079140773,13.82,13.23,804,-6.910527622
2011,60,60:12:15:00,1215,0,6.583,5.224,17.61,17.88,2.013831233,2.1132,-0.099368767,14.04,13.26,821,-7.057098107
2011,60,60:12:30:00,1230,0,8.61,6.879,17.8,17.87,2.038089328,2.136,-0.097910672,14.28,13.3,834,-6.926110063
2011,60,60:12:45:00,1245,0,7.681,6.017,15.76,18.46,1.790531368,1.8912,-0.100668632,14.54,13.35,828,-8.020008465
2011,60,60:13:00:00,1300,0,8.24,6.66,14.67,18.68,1.669391333,1.7604,-0.091008667,14.8,13.41,843,-8.761848065
2011,60,60:13:15:00,1315,0,6.924,5.627,14.28,19.07,1.627828112,1.7136,-0.085771888,15.06,13.48,842,-8.795338164
2011,60,60:13:30:00,1330,0,7.087,5.571,14.32,19.21,1.632048811,1.7184,-0.086351189,15.33,13.56,829,-8.648340442
2011,60,60:13:45:00,1345,0,6.342,5.108,13.61,19.69,1.55854091,1.6332,-0.07465909,15.6,13.65,809,-8.917068087
2011,60,60:14:00:00,1400,0,6.485,5.222,12.59,20.08,1.458026071,1.5108,-0.052773929,15.87,13.75,808,-9.600588039
2011,60,60:14:15:00,1415,0,5.226,4.508,12.04,20.37,1.40622599,1.4448,-0.03857401,16.15,13.86,802,-9.939387145
2011,60,60:14:30:00,1430,0,5.123,4.441,11.85,20.9,1.388710925,1.422,-0.033289075,16.43,13.98,762.9,-9.728216024
2011,60,60:14:45:00,1445,0,5.385,4.459,11.41,21.32,1.348883548,1.3692,-0.020316452,16.69,14.1,717.7,-9.881244548
2011,60,60:15:00:00,1500,0,5.285,4.526,11.72,20.85,1.376837622,1.4064,-0.029562378,16.94,14.23,680.1,-9.906589063
2011,60,60:15:15:00,1515,0,4.945,4.101,11.66,21.25,1.37138778,1.3992,-0.02781222,17.17,14.36,639.3,-9.661184982
2011,60,60:15:30:00,1530,0,6.309,5.019,11.87,21.29,1.390545547,1.4244,-0.033854453,17.39,14.51,655.6,-9.403774456
2011,60,60:15:45:00,1545,0,5.234,4.325,11.79,21.46,1.383219809,1.4148,-0.031580191,17.59,14.65,580.2,-9.357612032
2011,60,60:16:00:00,1600,0,6.05,4.961,11.81,21.7,1.385048058,1.4172,-0.032151942,17.79,14.79,462.9,-9.149753581
2011,60,60:16:15:00,1615,0,5.666,4.455,11.71,21.85,1.375927996,1.4052,-0.029272004,17.97,14.94,482.2,-9.141573433
2011,60,60:16:30:00,1630,0,5.904,4.65,11.75,22.03,1.37956967,1.41,-0.03043033,18.15,15.09,460.7,-8.958551118
2011,60,60:16:45:00,1645,0,6.939,5.631,11.94,21.63,1.396983501,1.4328,-0.035816499,18.32,15.23,332.8,-9.064783421
2011,60,60:17:00:00,1700,0,6.03,4.714,12.07,21.4,1.40900919,1.4484,-0.03939081,18.48,15.37,276,-9.105822945
2011,60,60:17:15:00,1715,0,6.581,5.394,12.17,21.38,1.418321495,1.4604,-0.042078505,18.62,15.51,250.5,-9.016334086
2011,60,60:17:30:00,1730,0,6.34,4.829,12.14,21.14,1.415522145,1.4568,-0.041277855,18.74,15.65,206.6,-9.234727258
2011,60,60:17:45:00,1745,0,6.299,4.684,12.26,21.08,1.42674874,1.4712,-0.04445126,18.84,15.78,151.7,-9.156395507
2011,60,60:18:00:00,1800,0,6.292,4.775,12.67,20.59,1.465698508,1.5204,-0.054701492,18.91,15.9,97.9,-9.120773486
2011,60,60:18:15:00,1815,0,5.916,4.345,12.89,20.05,1.486980795,1.5468,-0.059819205,18.96,16,39.7,-9.325296925
2011,60,60:18:30:00,1830,0,4.984,3.6,13.18,19.57,1.515448964,1.5816,-0.066151036,18.99,16.1,20.61,-9.420132344
2011,60,60:18:45:00,1845,0,4.031,2.622,13.69,18.91,1.56667557,1.6428,-0.07612443,18.99,16.2,3.203,-9.459182044
2011,60,60:19:00:00,1900,0,4.44,2.974,14.02,18.47,1.600626211,1.6824,-0.081773789,18.96,16.27,0.111,-9.505609855
2011,60,60:19:15:00,1915,0,3.617,2.562,14.43,17.99,1.643705271,1.7316,-0.087894729,18.91,16.35,-0.239,-9.521593665
2011,60,60:19:30:00,1930,0,4.32,3.068,14.6,17.86,1.66186345,1.752,-0.09013655,18.84,16.41,-0.251,-9.47662859
2011,60,60:19:45:00,1945,0,4.523,3.058,14.86,17.63,1.689975117,1.7832,-0.093224883,18.75,16.46,-0.248,-9.436261021
2011,60,60:20:00:00,2000,0,4.239,2.804,15.01,17.43,1.706382348,1.8012,-0.094817652,18.66,16.5,-0.238,-9.468754498
2011,60,60:20:15:00,2015,0,4.6,3.169,15.32,17.19,1.740733851,1.8384,-0.097666149,18.55,16.52,-0.231,-9.401595361
2011,60,60:20:30:00,2030,0,5.064,3.597,15.43,17.02,1.753068004,1.8516,-0.098531996,18.44,16.54,-0.227,-9.447224833
2011,60,60:20:45:00,2045,0,4.993,3.529,16.77,16.63,1.909588388,2.0124,-0.102811612,18.33,16.55,-0.244,-8.701585633
2011,60,60:21:00:00,2100,0,5.401,3.795,17.48,16.39,1.997379605,2.0976,-0.100220395,18.22,16.55,-0.224,-8.366177634
2011,60,60:21:15:00,2115,0,5.804,3.978,18.27,15.98,2.099198496,2.1924,-0.093201504,18.11,16.54,-0.194,-8.134188687
2011,60,60:21:30:00,2130,0,4.825,3.415,18.63,15.72,2.147084283,2.2356,-0.088515717,18.01,16.53,-0.191,-8.096832068
2011,60,60:21:45:00,2145,0,5.755,4.071,18.92,15.89,2.186351393,2.2704,-0.084048607,17.91,16.52,-0.239,-7.758528485
2011,60,60:22:00:00,2200,0,5.678,3.999,19.86,15.55,2.317983895,2.3832,-0.065216105,17.81,16.5,-0.218,-7.41344358
2011,60,60:22:15:00,2215,0,5.613,3.87,20.43,15.31,2.401134826,2.4516,-0.050465174,17.71,16.47,-0.212,-7.246426651
2011,60,60:22:30:00,2230,0,5.587,4.005,20.59,15.34,2.424939139,2.4708,-0.045860861,17.62,16.44,-0.219,-7.120551695
2011,60,60:22:45:00,2245,0,5.821,4.337,20.69,15.27,2.439921364,2.4828,-0.042878636,17.53,16.42,-0.209,-7.115946459
2011,60,60:23:00:00,2300,0,6.915,5.311,20.76,15.39,2.450457005,2.4912,-0.040742995,17.45,16.39,-0.216,-6.972459259
2011,60,60:23:15:00,2315,0,6.176,4.563,21.23,15.08,2.522231812,2.5476,-0.025368188,17.37,16.36,-0.214,-6.940105547
2011,60,60:23:30:00,2330,0,5.804,4.236,22.01,14.61,2.645405762,2.6412,0.004205762,17.29,16.32,-0.195,-6.864476656
2011,60,60:23:45:00,2345,0,5.352,3.616,22.94,14.07,2.799107208,2.7528,0.046307208,17.23,16.29,-0.177,-6.780246489
2011,61,61:00:00:00,0,0,5.869,4.258,23.4,13.74,2.877972238,2.808,0.069972238,17.16,16.25,-0.179,-6.800332317
2011,61,61:00:15:00,15,0,5.682,3.958,24.41,13.12,3.057967487,2.9292,0.128767487,17.09,16.22,-0.168,-6.775684378
2011,61,61:00:30:00,30,0,4.942,3.509,25.16,12.83,3.197906252,3.0192,0.178706252,17.03,16.18,-0.197,-6.628597343
2011,61,61:00:45:00,45,0,4.679,3.36,25.62,12.67,3.286470205,3.0744,0.212070205,16.97,16.15,-0.195,-6.529110386
